season,round,url,raceName,circuitId,date
1970,10,http://en.wikipedia.org/wiki/1970_Italian_Grand_Prix,Italian Grand Prix,monza,1970-09-06
1970,11,http://en.wikipedia.org/wiki/1970_Canadian_Grand_Prix,Canadian Grand Prix,tremblant,1970-09-20
1970,12,http://en.wikipedia.org/wiki/1970_United_States_Grand_Prix,United States Grand Prix,watkins_glen,1970-10-04
1970,13,http://en.wikipedia.org/wiki/1970_Mexican_Grand_Prix,Mexican Grand Prix,rodriguez,1970-10-25
1971,1,http://en.wikipedia.org/wiki/1971_South_African_Grand_Prix,South African Grand Prix,kyalami,1971-03-06
1971,2,http://en.wikipedia.org/wiki/1971_Spanish_Grand_Prix,Spanish Grand Prix,montjuic,1971-04-18
1971,3,http://en.wikipedia.org/wiki/1971_Monaco_Grand_Prix,Monaco Grand Prix,monaco,1971-05-23
1971,4,http://en.wikipedia.org/wiki/1971_Dutch_Grand_Prix,Dutch Grand Prix,zandvoort,1971-06-20
1971,5,http://en.wikipedia.org/wiki/1971_French_Grand_Prix,French Grand Prix,ricard,1971-07-04
1971,6,http://en.wikipedia.org/wiki/1971_British_Grand_Prix,British Grand Prix,silverstone,1971-07-17
1971,7,http://en.wikipedia.org/wiki/1971_German_Grand_Prix,German Grand Prix,nurburgring,1971-08-01
1971,8,http://en.wikipedia.org/wiki/1971_Austrian_Grand_Prix,Austrian Grand Prix,red_bull_ring,1971-08-15
1971,9,http://en.wikipedia.org/wiki/1971_Italian_Grand_Prix,Italian Grand Prix,monza,1971-09-05
1971,10,http://en.wikipedia.org/wiki/1971_Canadian_Grand_Prix,Canadian Grand Prix,mosport,1971-09-19
1971,11,http://en.wikipedia.org/wiki/1971_United_States_Grand_Prix,United States Grand Prix,watkins_glen,1971-10-03
1972,1,http://en.wikipedia.org/wiki/1972_Argentine_Grand_Prix,Argentine Grand Prix,galvez,1972-01-23
1972,2,http://en.wikipedia.org/wiki/1972_South_African_Grand_Prix,South African Grand Prix,kyalami,1972-03-04
1972,3,http://en.wikipedia.org/wiki/1972_Spanish_Grand_Prix,Spanish Grand Prix,jarama,1972-05-01
1972,4,http://en.wikipedia.org/wiki/1972_Monaco_Grand_Prix,Monaco Grand Prix,monaco,1972-05-14
1972,5,http://en.wikipedia.org/wiki/1972_Belgian_Grand_Prix,Belgian Grand Prix,nivelles,1972-06-04
1972,6,http://en.wikipedia.org/wiki/1972_French_Grand_Prix,French Grand Prix,charade,1972-07-02
1972,7,http://en.wikipedia.org/wiki/1972_British_Grand_Prix,British Grand Prix,brands_hatch,1972-07-15
1972,8,http://en.wikipedia.org/wiki/1972_German_Grand_Prix,German Grand Prix,nurburgring,1972-07-30
1972,9,http://en.wikipedia.org/wiki/1972_Austrian_Grand_Prix,Austrian Grand Prix,red_bull_ring,1972-08-13
1972,10,http://en.wikipedia.org/wiki/1972_Italian_Grand_Prix,Italian Grand Prix,monza,1972-09-10
1972,11,http://en.wikipedia.org/wiki/1972_Canadian_Grand_Prix,Canadian Grand Prix,mosport,1972-09-24
1972,12,http://en.wikipedia.org/wiki/1972_United_States_Grand_Prix,United States Grand Prix,watkins_glen,1972-10-08
1973,1,http://en.wikipedia.org/wiki/1973_Argentine_Grand_Prix,Argentine Grand Prix,galvez,1973-01-28
1973,2,http://en.wikipedia.org/wiki/1973_Brazilian_Grand_Prix,Brazilian Grand Prix,interlagos,1973-02-11
1973,3,http://en.wikipedia.org/wiki/1973_South_African_Grand_Prix,South African Grand Prix,kyalami,1973-03-03
1973,4,http://en.wikipedia.org/wiki/1973_Spanish_Grand_Prix,Spanish Grand Prix,montjuic,1973-04-29
1973,5,http://en.wikipedia.org/wiki/1973_Belgian_Grand_Prix,Belgian Grand Prix,zolder,1973-05-20
1973,6,http://en.wikipedia.org/wiki/1973_Monaco_Grand_Prix,Monaco Grand Prix,monaco,1973-06-03
1973,7,http://en.wikipedia.org/wiki/1973_Swedish_Grand_Prix,Swedish Grand Prix,anderstorp,1973-06-17
1973,8,http://en.wikipedia.org/wiki/1973_French_Grand_Prix,French Grand Prix,ricard,1973-07-01
1973,9,http://en.wikipedia.org/wiki/1973_British_Grand_Prix,British Grand Prix,silverstone,1973-07-14
1973,10,http://en.wikipedia.org/wiki/1973_Dutch_Grand_Prix,Dutch Grand Prix,zandvoort,1973-07-29
1973,11,http://en.wikipedia.org/wiki/1973_German_Grand_Prix,German Grand Prix,nurburgring,1973-08-05
1973,12,http://en.wikipedia.org/wiki/1973_Austrian_Grand_Prix,Austrian Grand Prix,red_bull_ring,1973-08-19
1973,13,http://en.wikipedia.org/wiki/1973_Italian_Grand_Prix,Italian Grand Prix,monza,1973-09-09
1973,14,http://en.wikipedia.org/wiki/1973_Canadian_Grand_Prix,Canadian Grand Prix,mosport,1973-09-23
1973,15,http://en.wikipedia.org/wiki/1973_United_States_Grand_Prix,United States Grand Prix,watkins_glen,1973-10-07
1974,1,http://en.wikipedia.org/wiki/1974_Argentine_Grand_Prix,Argentine Grand Prix,galvez,1974-01-13
1974,2,http://en.wikipedia.org/wiki/1974_Brazilian_Grand_Prix,Brazilian Grand Prix,interlagos,1974-01-27
1974,3,http://en.wikipedia.org/wiki/1974_South_African_Grand_Prix,South African Grand Prix,kyalami,1974-03-30
1974,4,http://en.wikipedia.org/wiki/1974_Spanish_Grand_Prix,Spanish Grand Prix,jarama,1974-04-28
1974,5,http://en.wikipedia.org/wiki/1974_Belgian_Grand_Prix,Belgian Grand Prix,nivelles,1974-05-12
1974,6,http://en.wikipedia.org/wiki/1974_Monaco_Grand_Prix,Monaco Grand Prix,monaco,1974-05-26
1974,7,http://en.wikipedia.org/wiki/1974_Swedish_Grand_Prix,Swedish Grand Prix,anderstorp,1974-06-09
1974,8,http://en.wikipedia.org/wiki/1974_Dutch_Grand_Prix,Dutch Grand Prix,zandvoort,1974-06-23
1974,9,http://en.wikipedia.org/wiki/1974_French_Grand_Prix,French Grand Prix,dijon,1974-07-07
1974,10,http://en.wikipedia.org/wiki/1974_British_Grand_Prix,British Grand Prix,brands_hatch,1974-07-20
1974,11,http://en.wikipedia.org/wiki/1974_German_Grand_Prix,German Grand Prix,nurburgring,1974-08-04
1974,12,http://en.wikipedia.org/wiki/1974_Austrian_Grand_Prix,Austrian Grand Prix,red_bull_ring,1974-08-18
1974,13,http://en.wikipedia.org/wiki/1974_Italian_Grand_Prix,Italian Grand Prix,monza,1974-09-08
1974,14,http://en.wikipedia.org/wiki/1974_Canadian_Grand_Prix,Canadian Grand Prix,mosport,1974-09-22
1974,15,http://en.wikipedia.org/wiki/1974_United_States_Grand_Prix,United States Grand Prix,watkins_glen,1974-10-06
1975,1,http://en.wikipedia.org/wiki/1975_Argentine_Grand_Prix,Argentine Grand Prix,galvez,1975-01-12
1975,2,http://en.wikipedia.org/wiki/1975_Brazilian_Grand_Prix,Brazilian Grand Prix,interlagos,1975-01-26
1975,3,http://en.wikipedia.org/wiki/1975_South_African_Grand_Prix,South African Grand Prix,kyalami,1975-03-01
1975,4,http://en.wikipedia.org/wiki/1975_Spanish_Grand_Prix,Spanish Grand Prix,montjuic,1975-04-27
1975,5,http://en.wikipedia.org/wiki/1975_Monaco_Grand_Prix,Monaco Grand Prix,monaco,1975-05-11
1975,6,http://en.wikipedia.org/wiki/1975_Belgian_Grand_Prix,Belgian Grand Prix,zolder,1975-05-25
1975,7,http://en.wikipedia.org/wiki/1975_Swedish_Grand_Prix,Swedish Grand Prix,anderstorp,1975-06-08
1975,8,http://en.wikipedia.org/wiki/1975_Dutch_Grand_Prix,Dutch Grand Prix,zandvoort,1975-06-22
1975,9,http://en.wikipedia.org/wiki/1975_French_Grand_Prix,French Grand Prix,ricard,1975-07-06
1975,10,http://en.wikipedia.org/wiki/1975_British_Grand_Prix,British Grand Prix,silverstone,1975-07-19
1975,11,http://en.wikipedia.org/wiki/1975_German_Grand_Prix,German Grand Prix,nurburgring,1975-08-03
1975,12,http://en.wikipedia.org/wiki/1975_Austrian_Grand_Prix,Austrian Grand Prix,red_bull_ring,1975-08-17
1975,13,http://en.wikipedia.org/wiki/1975_Italian_Grand_Prix,Italian Grand Prix,monza,1975-09-07
1975,14,http://en.wikipedia.org/wiki/1975_United_States_Grand_Prix,United States Grand Prix,watkins_glen,1975-10-05
1976,1,http://en.wikipedia.org/wiki/1976_Brazilian_Grand_Prix,Brazilian Grand Prix,interlagos,1976-01-25
1976,2,http://en.wikipedia.org/wiki/1976_South_African_Grand_Prix,South African Grand Prix,kyalami,1976-03-06
1976,3,http://en.wikipedia.org/wiki/1976_United_States_Grand_Prix_West,United States Grand Prix West,long_beach,1976-03-28
1976,4,http://en.wikipedia.org/wiki/1976_Spanish_Grand_Prix,Spanish Grand Prix,jarama,1976-05-02
1976,5,http://en.wikipedia.org/wiki/1976_Belgian_Grand_Prix,Belgian Grand Prix,zolder,1976-05-16
1976,6,http://en.wikipedia.org/wiki/1976_Monaco_Grand_Prix,Monaco Grand Prix,monaco,1976-05-30
1976,7,http://en.wikipedia.org/wiki/1976_Swedish_Grand_Prix,Swedish Grand Prix,anderstorp,1976-06-13
1976,8,http://en.wikipedia.org/wiki/1976_French_Grand_Prix,French Grand Prix,ricard,1976-07-04
1976,9,http://en.wikipedia.org/wiki/1976_British_Grand_Prix,British Grand Prix,brands_hatch,1976-07-18
1976,10,http://en.wikipedia.org/wiki/1976_German_Grand_Prix,German Grand Prix,nurburgring,1976-08-01
1976,11,http://en.wikipedia.org/wiki/1976_Austrian_Grand_Prix,Austrian Grand Prix,red_bull_ring,1976-08-15
1976,12,http://en.wikipedia.org/wiki/1976_Dutch_Grand_Prix,Dutch Grand Prix,zandvoort,1976-08-29
1976,13,http://en.wikipedia.org/wiki/1976_Italian_Grand_Prix,Italian Grand Prix,monza,1976-09-12
1976,14,http://en.wikipedia.org/wiki/1976_Canadian_Grand_Prix,Canadian Grand Prix,mosport,1976-10-03
1976,15,http://en.wikipedia.org/wiki/1976_United_States_Grand_Prix,United States Grand Prix,watkins_glen,1976-10-10
1976,16,http://en.wikipedia.org/wiki/1976_Japanese_Grand_Prix,Japanese Grand Prix,fuji,1976-10-24
1977,1,http://en.wikipedia.org/wiki/1977_Argentine_Grand_Prix,Argentine Grand Prix,galvez,1977-01-09
1977,2,http://en.wikipedia.org/wiki/1977_Brazilian_Grand_Prix,Brazilian Grand Prix,interlagos,1977-01-23
1977,3,http://en.wikipedia.org/wiki/1977_South_African_Grand_Prix,South African Grand Prix,kyalami,1977-03-05
1977,4,http://en.wikipedia.org/wiki/1977_United_States_Grand_Prix_West,United States Grand Prix West,long_beach,1977-04-03
1977,5,http://en.wikipedia.org/wiki/1977_Spanish_Grand_Prix,Spanish Grand Prix,jarama,1977-05-08
1977,6,http://en.wikipedia.org/wiki/1977_Monaco_Grand_Prix,Monaco Grand Prix,monaco,1977-05-22
1977,7,http://en.wikipedia.org/wiki/1977_Belgian_Grand_Prix,Belgian Grand Prix,zolder,1977-06-05
1977,8,http://en.wikipedia.org/wiki/1977_Swedish_Grand_Prix,Swedish Grand Prix,anderstorp,1977-06-19
1977,9,http://en.wikipedia.org/wiki/1977_French_Grand_Prix,French Grand Prix,dijon,1977-07-03
1977,10,http://en.wikipedia.org/wiki/1977_British_Grand_Prix,British Grand Prix,silverstone,1977-07-16
1977,11,http://en.wikipedia.org/wiki/1977_German_Grand_Prix,German Grand Prix,hockenheimring,1977-07-31
1977,12,http://en.wikipedia.org/wiki/1977_Austrian_Grand_Prix,Austrian Grand Prix,red_bull_ring,1977-08-14
1977,13,http://en.wikipedia.org/wiki/1977_Dutch_Grand_Prix,Dutch Grand Prix,zandvoort,1977-08-28
1977,14,http://en.wikipedia.org/wiki/1977_Italian_Grand_Prix,Italian Grand Prix,monza,1977-09-11
1977,15,http://en.wikipedia.org/wiki/1977_United_States_Grand_Prix,United States Grand Prix,watkins_glen,1977-10-02
1977,16,http://en.wikipedia.org/wiki/1977_Canadian_Grand_Prix,Canadian Grand Prix,mosport,1977-10-09
1977,17,http://en.wikipedia.org/wiki/1977_Japanese_Grand_Prix,Japanese Grand Prix,fuji,1977-10-23
1978,1,http://en.wikipedia.org/wiki/1978_Argentine_Grand_Prix,Argentine Grand Prix,galvez,1978-01-15
1978,2,http://en.wikipedia.org/wiki/1978_Brazilian_Grand_Prix,Brazilian Grand Prix,jacarepagua,1978-01-29
1978,3,http://en.wikipedia.org/wiki/1978_South_African_Grand_Prix,South African Grand Prix,kyalami,1978-03-04
1978,4,http://en.wikipedia.org/wiki/1978_United_States_Grand_Prix_West,United States Grand Prix West,long_beach,1978-04-02
1978,5,http://en.wikipedia.org/wiki/1978_Monaco_Grand_Prix,Monaco Grand Prix,monaco,1978-05-07
1978,6,http://en.wikipedia.org/wiki/1978_Belgian_Grand_Prix,Belgian Grand Prix,zolder,1978-05-21
1978,7,http://en.wikipedia.org/wiki/1978_Spanish_Grand_Prix,Spanish Grand Prix,jarama,1978-06-04
1978,8,http://en.wikipedia.org/wiki/1978_Swedish_Grand_Prix,Swedish Grand Prix,anderstorp,1978-06-17
1978,9,http://en.wikipedia.org/wiki/1978_French_Grand_Prix,French Grand Prix,ricard,1978-07-02
1978,10,http://en.wikipedia.org/wiki/1978_British_Grand_Prix,British Grand Prix,brands_hatch,1978-07-16
1978,11,http://en.wikipedia.org/wiki/1978_German_Grand_Prix,German Grand Prix,hockenheimring,1978-07-30
1978,12,http://en.wikipedia.org/wiki/1978_Austrian_Grand_Prix,Austrian Grand Prix,red_bull_ring,1978-08-13
1978,13,http://en.wikipedia.org/wiki/1978_Dutch_Grand_Prix,Dutch Grand Prix,zandvoort,1978-08-27
1978,14,http://en.wikipedia.org/wiki/1978_Italian_Grand_Prix,Italian Grand Prix,monza,1978-09-10
1978,15,http://en.wikipedia.org/wiki/1978_United_States_Grand_Prix,United States Grand Prix,watkins_glen,1978-10-01
1978,16,http://en.wikipedia.org/wiki/1978_Canadian_Grand_Prix,Canadian Grand Prix,villeneuve,1978-10-08
1979,1,http://en.wikipedia.org/wiki/1979_Argentine_Grand_Prix,Argentine Grand Prix,galvez,1979-01-21
1979,2,http://en.wikipedia.org/wiki/1979_Brazilian_Grand_Prix,Brazilian Grand Prix,interlagos,1979-02-04
1979,3,http://en.wikipedia.org/wiki/1979_South_African_Grand_Prix,South African Grand Prix,kyalami,1979-03-03
1979,4,http://en.wikipedia.org/wiki/1979_United_States_Grand_Prix_West,United States Grand Prix West,long_beach,1979-04-08
1979,5,http://en.wikipedia.org/wiki/1979_Spanish_Grand_Prix,Spanish Grand Prix,jarama,1979-04-29
1979,6,http://en.wikipedia.org/wiki/1979_Belgian_Grand_Prix,Belgian Grand Prix,zolder,1979-05-13
1979,7,http://en.wikipedia.org/wiki/1979_Monaco_Grand_Prix,Monaco Grand Prix,monaco,1979-05-27
1979,8,http://en.wikipedia.org/wiki/1979_French_Grand_Prix,French Grand Prix,dijon,1979-07-01
1979,9,http://en.wikipedia.org/wiki/1979_British_Grand_Prix,British Grand Prix,silverstone,1979-07-14
1979,10,http://en.wikipedia.org/wiki/1979_German_Grand_Prix,German Grand Prix,hockenheimring,1979-07-29
1979,11,http://en.wikipedia.org/wiki/1979_Austrian_Grand_Prix,Austrian Grand Prix,red_bull_ring,1979-08-12
1979,12,http://en.wikipedia.org/wiki/1979_Dutch_Grand_Prix,Dutch Grand Prix,zandvoort,1979-08-26
1979,13,http://en.wikipedia.org/wiki/1979_Italian_Grand_Prix,Italian Grand Prix,monza,1979-09-09
1979,14,http://en.wikipedia.org/wiki/1979_Canadian_Grand_Prix,Canadian Grand Prix,villeneuve,1979-09-30
1979,15,http://en.wikipedia.org/wiki/1979_United_States_Grand_Prix,United States Grand Prix,watkins_glen,1979-10-07
1980,1,http://en.wikipedia.org/wiki/1980_Argentine_Grand_Prix,Argentine Grand Prix,galvez,1980-01-13
1980,2,http://en.wikipedia.org/wiki/1980_Brazilian_Grand_Prix,Brazilian Grand Prix,interlagos,1980-01-27
1980,3,http://en.wikipedia.org/wiki/1980_South_African_Grand_Prix,South African Grand Prix,kyalami,1980-03-01
1980,4,http://en.wikipedia.org/wiki/1980_United_States_Grand_Prix_West,United States Grand Prix West,long_beach,1980-03-30
1980,5,http://en.wikipedia.org/wiki/1980_Belgian_Grand_Prix,Belgian Grand Prix,zolder,1980-05-04
1980,6,http://en.wikipedia.org/wiki/1980_Monaco_Grand_Prix,Monaco Grand Prix,monaco,1980-05-18
1980,7,http://en.wikipedia.org/wiki/1980_French_Grand_Prix,French Grand Prix,ricard,1980-06-29
1980,8,http://en.wikipedia.org/wiki/1980_British_Grand_Prix,British Grand Prix,brands_hatch,1980-07-13
1980,9,http://en.wikipedia.org/wiki/1980_German_Grand_Prix,German Grand Prix,hockenheimring,1980-08-10
1980,10,http://en.wikipedia.org/wiki/1980_Austrian_Grand_Prix,Austrian Grand Prix,red_bull_ring,1980-08-17
1980,11,http://en.wikipedia.org/wiki/1980_Dutch_Grand_Prix,Dutch Grand Prix,zandvoort,1980-08-31
1980,12,http://en.wikipedia.org/wiki/1980_Italian_Grand_Prix,Italian Grand Prix,imola,1980-09-14
1980,13,http://en.wikipedia.org/wiki/1980_Canadian_Grand_Prix,Canadian Grand Prix,villeneuve,1980-09-28
1980,14,http://en.wikipedia.org/wiki/1980_United_States_Grand_Prix,United States Grand Prix,watkins_glen,1980-10-05
1981,1,http://en.wikipedia.org/wiki/1981_United_States_Grand_Prix_West,United States Grand Prix West,long_beach,1981-03-15
1981,2,http://en.wikipedia.org/wiki/1981_Brazilian_Grand_Prix,Brazilian Grand Prix,jacarepagua,1981-03-29
1981,3,http://en.wikipedia.org/wiki/1981_Argentine_Grand_Prix,Argentine Grand Prix,galvez,1981-04-12
1981,4,http://en.wikipedia.org/wiki/1981_San_Marino_Grand_Prix,San Marino Grand Prix,imola,1981-05-03
1981,5,http://en.wikipedia.org/wiki/1981_Belgian_Grand_Prix,Belgian Grand Prix,zolder,1981-05-17
1981,6,http://en.wikipedia.org/wiki/1981_Monaco_Grand_Prix,Monaco Grand Prix,monaco,1981-05-31
1981,7,http://en.wikipedia.org/wiki/1981_Spanish_Grand_Prix,Spanish Grand Prix,jarama,1981-06-21
1981,8,http://en.wikipedia.org/wiki/1981_French_Grand_Prix,French Grand Prix,dijon,1981-07-05
1981,9,http://en.wikipedia.org/wiki/1981_British_Grand_Prix,British Grand Prix,silverstone,1981-07-18
1981,10,http://en.wikipedia.org/wiki/1981_German_Grand_Prix,German Grand Prix,hockenheimring,1981-08-02
1981,11,http://en.wikipedia.org/wiki/1981_Austrian_Grand_Prix,Austrian Grand Prix,red_bull_ring,1981-08-16
1981,12,http://en.wikipedia.org/wiki/1981_Dutch_Grand_Prix,Dutch Grand Prix,zandvoort,1981-08-30
1981,13,http://en.wikipedia.org/wiki/1981_Italian_Grand_Prix,Italian Grand Prix,monza,1981-09-13
1981,14,http://en.wikipedia.org/wiki/1981_Canadian_Grand_Prix,Canadian Grand Prix,villeneuve,1981-09-27
1981,15,http://en.wikipedia.org/wiki/1981_Caesars_Palace_Grand_Prix,Caesars Palace Grand Prix,las_vegas,1981-10-17
1982,1,http://en.wikipedia.org/wiki/1982_South_African_Grand_Prix,South African Grand Prix,kyalami,1982-01-23
1982,2,http://en.wikipedia.org/wiki/1982_Brazilian_Grand_Prix,Brazilian Grand Prix,jacarepagua,1982-03-21
1982,3,http://en.wikipedia.org/wiki/1982_United_States_Grand_Prix_West,United States Grand Prix West,long_beach,1982-04-04
1982,4,http://en.wikipedia.org/wiki/1982_San_Marino_Grand_Prix,San Marino Grand Prix,imola,1982-04-25
1982,5,http://en.wikipedia.org/wiki/1982_Belgian_Grand_Prix,Belgian Grand Prix,zolder,1982-05-09
1982,6,http://en.wikipedia.org/wiki/1982_Monaco_Grand_Prix,Monaco Grand Prix,monaco,1982-05-23
1982,7,http://en.wikipedia.org/wiki/1982_Detroit_Grand_Prix,Detroit Grand Prix,detroit,1982-06-06
1982,8,http://en.wikipedia.org/wiki/1982_Canadian_Grand_Prix,Canadian Grand Prix,villeneuve,1982-06-13
1982,9,http://en.wikipedia.org/wiki/1982_Dutch_Grand_Prix,Dutch Grand Prix,zandvoort,1982-07-03
1982,10,http://en.wikipedia.org/wiki/1982_British_Grand_Prix,British Grand Prix,brands_hatch,1982-07-18
1982,11,http://en.wikipedia.org/wiki/1982_French_Grand_Prix,French Grand Prix,ricard,1982-07-25
1982,12,http://en.wikipedia.org/wiki/1982_German_Grand_Prix,German Grand Prix,hockenheimring,1982-08-08
1982,13,http://en.wikipedia.org/wiki/1982_Austrian_Grand_Prix,Austrian Grand Prix,red_bull_ring,1982-08-15
1982,14,http://en.wikipedia.org/wiki/1982_Swiss_Grand_Prix,Swiss Grand Prix,dijon,1982-08-29
1982,15,http://en.wikipedia.org/wiki/1982_Italian_Grand_Prix,Italian Grand Prix,monza,1982-09-12
1982,16,http://en.wikipedia.org/wiki/1982_Caesars_Palace_Grand_Prix,Caesars Palace Grand Prix,las_vegas,1982-09-25
1983,1,http://en.wikipedia.org/wiki/1983_Brazilian_Grand_Prix,Brazilian Grand Prix,jacarepagua,1983-03-13
1983,2,http://en.wikipedia.org/wiki/1983_United_States_Grand_Prix_West,United States Grand Prix West,long_beach,1983-03-27
1983,3,http://en.wikipedia.org/wiki/1983_French_Grand_Prix,French Grand Prix,ricard,1983-04-17
1983,4,http://en.wikipedia.org/wiki/1983_San_Marino_Grand_Prix,San Marino Grand Prix,imola,1983-05-01
1983,5,http://en.wikipedia.org/wiki/1983_Monaco_Grand_Prix,Monaco Grand Prix,monaco,1983-05-15
1983,6,http://en.wikipedia.org/wiki/1983_Belgian_Grand_Prix,Belgian Grand Prix,spa,1983-05-22
1983,7,http://en.wikipedia.org/wiki/1983_Detroit_Grand_Prix,Detroit Grand Prix,detroit,1983-06-05
1983,8,http://en.wikipedia.org/wiki/1983_Canadian_Grand_Prix,Canadian Grand Prix,villeneuve,1983-06-12
1983,9,http://en.wikipedia.org/wiki/1983_British_Grand_Prix,British Grand Prix,silverstone,1983-07-16
1983,10,http://en.wikipedia.org/wiki/1983_German_Grand_Prix,German Grand Prix,hockenheimring,1983-08-07
1983,11,http://en.wikipedia.org/wiki/1983_Austrian_Grand_Prix,Austrian Grand Prix,red_bull_ring,1983-08-14
1983,12,http://en.wikipedia.org/wiki/1983_Dutch_Grand_Prix,Dutch Grand Prix,zandvoort,1983-08-28
1983,13,http://en.wikipedia.org/wiki/1983_Italian_Grand_Prix,Italian Grand Prix,monza,1983-09-11
1983,14,http://en.wikipedia.org/wiki/1983_European_Grand_Prix,European Grand Prix,brands_hatch,1983-09-25
1983,15,http://en.wikipedia.org/wiki/1983_South_African_Grand_Prix,South African Grand Prix,kyalami,1983-10-15
1984,1,http://en.wikipedia.org/wiki/1984_Brazilian_Grand_Prix,Brazilian Grand Prix,jacarepagua,1984-03-25
1984,2,http://en.wikipedia.org/wiki/1984_South_African_Grand_Prix,South African Grand Prix,kyalami,1984-04-07
1984,3,http://en.wikipedia.org/wiki/1984_Belgian_Grand_Prix,Belgian Grand Prix,zolder,1984-04-29
1984,4,http://en.wikipedia.org/wiki/1984_San_Marino_Grand_Prix,San Marino Grand Prix,imola,1984-05-06
1984,5,http://en.wikipedia.org/wiki/1984_French_Grand_Prix,French Grand Prix,dijon,1984-05-20
1984,6,http://en.wikipedia.org/wiki/1984_Monaco_Grand_Prix,Monaco Grand Prix,monaco,1984-06-03
1984,7,http://en.wikipedia.org/wiki/1984_Canadian_Grand_Prix,Canadian Grand Prix,villeneuve,1984-06-17
1984,8,http://en.wikipedia.org/wiki/1984_Detroit_Grand_Prix,Detroit Grand Prix,detroit,1984-06-24
1984,9,http://en.wikipedia.org/wiki/1984_Dallas_Grand_Prix,Dallas Grand Prix,dallas,1984-07-08
1984,10,http://en.wikipedia.org/wiki/1984_British_Grand_Prix,British Grand Prix,brands_hatch,1984-07-22
1984,11,http://en.wikipedia.org/wiki/1984_German_Grand_Prix,German Grand Prix,hockenheimring,1984-08-05
1984,12,http://en.wikipedia.org/wiki/1984_Austrian_Grand_Prix,Austrian Grand Prix,red_bull_ring,1984-08-19
1984,13,http://en.wikipedia.org/wiki/1984_Dutch_Grand_Prix,Dutch Grand Prix,zandvoort,1984-08-26
1984,14,http://en.wikipedia.org/wiki/1984_Italian_Grand_Prix,Italian Grand Prix,monza,1984-09-09
1984,15,http://en.wikipedia.org/wiki/1984_European_Grand_Prix,European Grand Prix,nurburgring,1984-10-07
1984,16,http://en.wikipedia.org/wiki/1984_Portuguese_Grand_Prix,Portuguese Grand Prix,estoril,1984-10-21
1985,1,http://en.wikipedia.org/wiki/1985_Brazilian_Grand_Prix,Brazilian Grand Prix,jacarepagua,1985-04-07
1985,2,http://en.wikipedia.org/wiki/1985_Portuguese_Grand_Prix,Portuguese Grand Prix,estoril,1985-04-21
1985,3,http://en.wikipedia.org/wiki/1985_San_Marino_Grand_Prix,San Marino Grand Prix,imola,1985-05-05
1985,4,http://en.wikipedia.org/wiki/1985_Monaco_Grand_Prix,Monaco Grand Prix,monaco,1985-05-19
1985,5,http://en.wikipedia.org/wiki/1985_Canadian_Grand_Prix,Canadian Grand Prix,villeneuve,1985-06-16
1985,6,http://en.wikipedia.org/wiki/1985_Detroit_Grand_Prix,Detroit Grand Prix,detroit,1985-06-23
1985,7,http://en.wikipedia.org/wiki/1985_French_Grand_Prix,French Grand Prix,ricard,1985-07-07
1985,8,http://en.wikipedia.org/wiki/1985_British_Grand_Prix,British Grand Prix,silverstone,1985-07-21
1985,9,http://en.wikipedia.org/wiki/1985_German_Grand_Prix,German Grand Prix,nurburgring,1985-08-04
1985,10,http://en.wikipedia.org/wiki/1985_Austrian_Grand_Prix,Austrian Grand Prix,red_bull_ring,1985-08-18
1985,11,http://en.wikipedia.org/wiki/1985_Dutch_Grand_Prix,Dutch Grand Prix,zandvoort,1985-08-25
1985,12,http://en.wikipedia.org/wiki/1985_Italian_Grand_Prix,Italian Grand Prix,monza,1985-09-08
1985,13,http://en.wikipedia.org/wiki/1985_Belgian_Grand_Prix,Belgian Grand Prix,spa,1985-09-15
1985,14,http://en.wikipedia.org/wiki/1985_European_Grand_Prix,European Grand Prix,brands_hatch,1985-10-06
1985,15,http://en.wikipedia.org/wiki/1985_South_African_Grand_Prix,South African Grand Prix,kyalami,1985-10-19
1985,16,http://en.wikipedia.org/wiki/1985_Australian_Grand_Prix,Australian Grand Prix,adelaide,1985-11-03
1986,1,http://en.wikipedia.org/wiki/1986_Brazilian_Grand_Prix,Brazilian Grand Prix,jacarepagua,1986-03-23
1986,2,http://en.wikipedia.org/wiki/1986_Spanish_Grand_Prix,Spanish Grand Prix,jerez,1986-04-13
1986,3,http://en.wikipedia.org/wiki/1986_San_Marino_Grand_Prix,San Marino Grand Prix,imola,1986-04-27
1986,4,http://en.wikipedia.org/wiki/1986_Monaco_Grand_Prix,Monaco Grand Prix,monaco,1986-05-11
1986,5,http://en.wikipedia.org/wiki/1986_Belgian_Grand_Prix,Belgian Grand Prix,spa,1986-05-25
1986,6,http://en.wikipedia.org/wiki/1986_Canadian_Grand_Prix,Canadian Grand Prix,villeneuve,1986-06-15
1986,7,http://en.wikipedia.org/wiki/1986_Detroit_Grand_Prix,Detroit Grand Prix,detroit,1986-06-22
1986,8,http://en.wikipedia.org/wiki/1986_French_Grand_Prix,French Grand Prix,ricard,1986-07-06
1986,9,http://en.wikipedia.org/wiki/1986_British_Grand_Prix,British Grand Prix,brands_hatch,1986-07-13
1986,10,http://en.wikipedia.org/wiki/1986_German_Grand_Prix,German Grand Prix,hockenheimring,1986-07-27
1986,11,http://en.wikipedia.org/wiki/1986_Hungarian_Grand_Prix,Hungarian Grand Prix,hungaroring,1986-08-10
